"Step","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MAX"
"1667","334.44512939453125","334.44512939453125","334.44512939453125","","","","","",""
"1668","","","","352.76416015625","352.76416015625","352.76416015625","","",""
"1671","","","","","","","309.01239013671875","309.01239013671875","309.01239013671875"
"1674","","","","352.97528076171875","352.97528076171875","352.97528076171875","","",""
"1675","","","","","","","309.302490234375","309.302490234375","309.302490234375"
"1676","334.1860046386719","334.1860046386719","334.1860046386719","","","","","",""
"1678","","","","","","","309.5418701171875","309.5418701171875","309.5418701171875"
"1680","","","","353.13446044921875","353.13446044921875","353.13446044921875","","",""
"1682","334.2925109863281","334.2925109863281","334.2925109863281","","","","","",""
"1684","","","","","","","309.5712585449219","309.5712585449219","309.5712585449219"
"1688","334.39849853515625","334.39849853515625","334.39849853515625","354.53515625","354.53515625","354.53515625","309.74755859375","309.74755859375","309.74755859375"
"1694","","","","354.6442565917969","354.6442565917969","354.6442565917969","","",""
"1695","328.63751220703125","328.63751220703125","328.63751220703125","","","","","",""
"1697","","","","","","","309.4095458984375","309.4095458984375","309.4095458984375"
"1701","328.7674560546875","328.7674560546875","328.7674560546875","354.6644287109375","354.6644287109375","354.6644287109375","309.6463623046875","309.6463623046875","309.6463623046875"
"1705","329.0460205078125","329.0460205078125","329.0460205078125","354.92376708984375","354.92376708984375","354.92376708984375","","",""
"1707","","","","","","","309.577880859375","309.577880859375","309.577880859375"
"1708","","","","355.19439697265625","355.19439697265625","355.19439697265625","","",""
"1711","","","","","","","309.74029541015625","309.74029541015625","309.74029541015625"
"1712","328.9261779785156","328.9261779785156","328.9261779785156","","","","","",""
"1714","","","","","","","309.998779296875","309.998779296875","309.998779296875"
"1715","","","","355.2130432128906","355.2130432128906","355.2130432128906","","",""
"1719","328.80694580078125","328.80694580078125","328.80694580078125","","","","310.03863525390625","310.03863525390625","310.03863525390625"
"1721","","","","349.4624938964844","349.4624938964844","349.4624938964844","","",""
"1725","","","","349.6552429199219","349.6552429199219","349.6552429199219","","",""
"1727","330.64508056640625","330.64508056640625","330.64508056640625","","","","","",""
"1728","","","","","","","309.9698791503906","309.9698791503906","309.9698791503906"
"1732","","","","","","","310.05767822265625","310.05767822265625","310.05767822265625"
"1734","330.71307373046875","330.71307373046875","330.71307373046875","349.08831787109375","349.08831787109375","349.08831787109375","","",""
"1737","","","","","","","310.2889709472656","310.2889709472656","310.2889709472656"
"1740","330.7315673828125","330.7315673828125","330.7315673828125","","","","","",""
"1741","","","","349.1569519042969","349.1569519042969","349.1569519042969","","",""
"1743","","","","","","","310.3397216796875","310.3397216796875","310.3397216796875"
"1746","330.86029052734375","330.86029052734375","330.86029052734375","","","","","",""
"1747","","","","349.1881103515625","349.1881103515625","349.1881103515625","","",""
"1750","331.04949951171875","331.04949951171875","331.04949951171875","","","","","",""
"1754","","","","348.71295166015625","348.71295166015625","348.71295166015625","320.0304260253906","320.0304260253906","320.0304260253906"
"1757","330.9695129394531","330.9695129394531","330.9695129394531","","","","315.9285888671875","315.9285888671875","315.9285888671875"
"1758","","","","348.96673583984375","348.96673583984375","348.96673583984375","","",""
"1762","","","","","","","316.0281677246094","316.0281677246094","316.0281677246094"
"1765","330.7803955078125","330.7803955078125","330.7803955078125","","","","","",""
"1766","","","","348.7156066894531","348.7156066894531","348.7156066894531","","",""
"1767","","","","","","","316.0325012207031","316.0325012207031","316.0325012207031"
"1769","331.05340576171875","331.05340576171875","331.05340576171875","","","","","",""
"1772","","","","348.85784912109375","348.85784912109375","348.85784912109375","","",""
"1773","","","","","","","316.03680419921875","316.03680419921875","316.03680419921875"
"1774","331.2645263671875","331.2645263671875","331.2645263671875","","","","","",""
"1778","331.4746398925781","331.4746398925781","331.4746398925781","","","","","",""
"1779","","","","","","","315.9703369140625","315.9703369140625","315.9703369140625"
"1780","","","","349.46697998046875","349.46697998046875","349.46697998046875","","",""
"1784","","","","349.57318115234375","349.57318115234375","349.57318115234375","","",""
"1785","331.5753173828125","331.5753173828125","331.5753173828125","","","","315.9042053222656","315.9042053222656","315.9042053222656"
"1790","","","","","","","315.96746826171875","315.96746826171875","315.96746826171875"
"1791","","","","349.4598388671875","349.4598388671875","349.4598388671875","","",""
"1792","331.4591369628906","331.4591369628906","331.4591369628906","","","","","",""
"1796","","","","","","","315.960205078125","315.960205078125","315.960205078125"
"1797","","","","349.5655517578125","349.5655517578125","349.5655517578125","","",""
"1800","331.54736328125","331.54736328125","331.54736328125","","","","","",""
"1802","","","","","","","316.03472900390625","316.03472900390625","316.03472900390625"
"1804","","","","349.4527893066406","349.4527893066406","349.4527893066406","","",""
"1807","331.43182373046875","331.43182373046875","331.43182373046875","","","","","",""
"1808","","","","","","","316.10888671875","316.10888671875","316.10888671875"
"1809","","","","349.5942077636719","349.5942077636719","349.5942077636719","","",""
"1814","331.4480895996094","331.4480895996094","331.4480895996094","349.73492431640625","349.73492431640625","349.73492431640625","316.043212890625","316.043212890625","316.043212890625"
"1819","","","","","","","315.977783203125","315.977783203125","315.977783203125"
"1821","325.9285888671875","325.9285888671875","325.9285888671875","349.55047607421875","349.55047607421875","349.55047607421875","","",""
"1825","","","","","","","315.9127197265625","315.9127197265625","315.9127197265625"
"1827","","","","349.6546630859375","349.6546630859375","349.6546630859375","","",""
"1829","325.7431335449219","325.7431335449219","325.7431335449219","","","","","",""
"1831","","","","","","","316.1134948730469","316.1134948730469","316.1134948730469"
"1834","","","","349.5430603027344","349.5430603027344","349.5430603027344","","",""
"1836","325.629638671875","325.629638671875","325.629638671875","","","","","",""
"1837","","","","","","","316.04840087890625","316.04840087890625","316.04840087890625"
"1842","","","","349.563232421875","349.563232421875","349.563232421875","316.156005859375","316.156005859375","316.156005859375"
"1844","326.47247314453125","326.47247314453125","326.47247314453125","","","","","",""
"1848","","","","","","","316.1828308105469","316.1828308105469","316.1828308105469"
"1849","","","","344.0714111328125","344.0714111328125","344.0714111328125","","",""
"1851","326.3611755371094","326.3611755371094","326.3611755371094","","","","","",""
"1852","","","","","","","316.2896423339844","316.2896423339844","316.2896423339844"
"1855","","","","344.1986083984375","344.1986083984375","344.1986083984375","","",""
"1856","","","","","","","316.532958984375","316.532958984375","316.532958984375"
"1858","326.25042724609375","326.25042724609375","326.25042724609375","","","","","",""
"1861","326.5040283203125","326.5040283203125","326.5040283203125","","","","","",""
"1862","","","","","","","316.60430908203125","316.60430908203125","316.60430908203125"
"1866","326.6744689941406","326.6744689941406","326.6744689941406","","","","","",""
"1867","","","","353.1403503417969","353.1403503417969","353.1403503417969","","",""
"1871","","","","","","","316.625","316.625","316.625"
"1872","326.7973937988281","326.7973937988281","326.7973937988281","","","","","",""
"1875","","","","352.8790588378906","352.8790588378906","352.8790588378906","","",""
"1876","","","","","","","316.7315979003906","316.7315979003906","316.7315979003906"
"1878","326.6866455078125","326.6866455078125","326.6866455078125","","","","","",""
"1881","","","","353.0081787109375","353.0081787109375","353.0081787109375","","",""
"1882","","","","","","","316.66802978515625","316.66802978515625","316.66802978515625"
"1885","326.6810607910156","326.6810607910156","326.6810607910156","","","","","",""
"1887","","","","","","","316.7740478515625","316.7740478515625","316.7740478515625"
"1888","","","","353.03076171875","353.03076171875","353.03076171875","","",""
"1891","326.8262939453125","326.8262939453125","326.8262939453125","","","","","",""
"1895","","","","353.05328369140625","353.05328369140625","353.05328369140625","316.55303955078125","316.55303955078125","316.55303955078125"
"1899","","","","","","","316.72625732421875","316.72625732421875","316.72625732421875"
"1902","","","","352.9468994140625","352.9468994140625","352.9468994140625","","",""
"1905","327.9084167480469","327.9084167480469","327.9084167480469","","","","","",""
"1906","","","","","","","316.65203857421875","316.65203857421875","316.65203857421875"
"1908","","","","353.0162353515625","353.0162353515625","353.0162353515625","","",""
"1912","327.79998779296875","327.79998779296875","327.79998779296875","","","","316.7459716796875","316.7459716796875","316.7459716796875"
"1916","","","","","","","316.817138671875","316.817138671875","316.817138671875"
"1917","","","","352.6656494140625","352.6656494140625","352.6656494140625","","",""
"1918","327.92242431640625","327.92242431640625","327.92242431640625","","","","","",""
"1921","","","","","","","316.75439453125","316.75439453125","316.75439453125"
"1924","","","","352.5608825683594","352.5608825683594","352.5608825683594","","",""
"1927","327.41217041015625","327.41217041015625","327.41217041015625","","","","","",""
"1930","","","","352.6886291503906","352.6886291503906","352.6886291503906","316.5252380371094","316.5252380371094","316.5252380371094"
"1934","327.0189208984375","327.0189208984375","327.0189208984375","","","","","",""
"1936","","","","","","","316.6740417480469","316.6740417480469","316.6740417480469"
"1937","327.32537841796875","327.32537841796875","327.32537841796875","352.78106689453125","352.78106689453125","352.78106689453125","","",""
"1941","327.459228515625","327.459228515625","327.459228515625","","","","","",""
"1943","","","","","","","316.61199951171875","316.61199951171875","316.61199951171875"
"1947","","","","361.9564208984375","361.9564208984375","361.9564208984375","","",""
"1949","327.25079345703125","327.25079345703125","327.25079345703125","","","","316.64959716796875","316.64959716796875","316.64959716796875"
"1955","","","","361.78570556640625","361.78570556640625","361.78570556640625","","",""
"1956","322.45452880859375","322.45452880859375","322.45452880859375","","","","","",""
"1957","","","","","","","316.51080322265625","316.51080322265625","316.51080322265625"
"1961","","","","361.8111572265625","361.8111572265625","361.8111572265625","","",""
"1962","","","","","","","316.5044860839844","316.5044860839844","316.5044860839844"
"1964","322.23614501953125","322.23614501953125","322.23614501953125","","","","","",""
"1967","","","","361.951171875","361.951171875","361.951171875","","",""
"1969","","","","","","","316.3775634765625","316.3775634765625","316.3775634765625"
"1971","322.19970703125","322.19970703125","322.19970703125","","","","","",""
"1973","","","","361.91888427734375","361.91888427734375","361.91888427734375","","",""
"1975","","","","","","","316.4809875488281","316.4809875488281","316.4809875488281"
"1977","322.332763671875","322.332763671875","322.332763671875","","","","","",""
"1979","","","","362.0238037109375","362.0238037109375","362.0238037109375","","",""
"1983","","","","","","","316.24554443359375","316.24554443359375","316.24554443359375"
"1984","322.3525695800781","322.3525695800781","322.3525695800781","","","","","",""
"1985","","","","362.02569580078125","362.02569580078125","362.02569580078125","","",""
"1989","","","","","","","316.17449951171875","316.17449951171875","316.17449951171875"
"1991","322.361083984375","322.361083984375","322.361083984375","356.8636474609375","356.8636474609375","356.8636474609375","","",""
"1996","","","","","","","312.13043212890625","312.13043212890625","312.13043212890625"
"1997","","","","356.93310546875","356.93310546875","356.93310546875","","",""
"1998","322.2574462890625","322.2574462890625","322.2574462890625","","","","","",""
"2000","","","","357.0927734375","357.0927734375","357.0927734375","","",""
"2002","","","","","","","312.1253662109375","312.1253662109375","312.1253662109375"
"2004","321.9305419921875","321.9305419921875","321.9305419921875","","","","","",""
"2005","","","","","","","312.3475646972656","312.3475646972656","312.3475646972656"
"2006","","","","357.21783447265625","357.21783447265625","357.21783447265625","","",""
"2008","322.17431640625","322.17431640625","322.17431640625","","","","","",""
"2011","","","","357.4549560546875","357.4549560546875","357.4549560546875","","",""
"2014","","","","","","","312.158447265625","312.158447265625","312.158447265625"
"2015","322.09405517578125","322.09405517578125","322.09405517578125","","","","","",""
"2019","","","","","","","312.1533203125","312.1533203125","312.1533203125"
"2021","322.125244140625","322.125244140625","322.125244140625","357.10675048828125","357.10675048828125","357.10675048828125","","",""
"2024","","","","","","","312.2449951171875","312.2449951171875","312.2449951171875"
"2026","","","","357.2421569824219","357.2421569824219","357.2421569824219","","",""
"2028","322.08978271484375","322.08978271484375","322.08978271484375","","","","","",""
"2030","","","","","","","311.85345458984375","311.85345458984375","311.85345458984375"
"2034","","","","357.0637512207031","357.0637512207031","357.0637512207031","","",""
"2036","322.0434265136719","322.0434265136719","322.0434265136719","","","","","",""
"2037","","","","","","","311.7312316894531","311.7312316894531","311.7312316894531"
"2038","","","","357.33258056640625","357.33258056640625","357.33258056640625","","",""
"2043","321.94207763671875","321.94207763671875","321.94207763671875","357.6893310546875","357.6893310546875","357.6893310546875","","",""
"2044","","","","","","","311.5561218261719","311.5561218261719","311.5561218261719"
"2049","","","","357.81109619140625","357.81109619140625","357.81109619140625","","",""
"2051","324.69964599609375","324.69964599609375","324.69964599609375","","","","311.43505859375","311.43505859375","311.43505859375"
"2058","","","","","","","311.3145446777344","311.3145446777344","311.3145446777344"
"2059","324.60040283203125","324.60040283203125","324.60040283203125","361.15850830078125","361.15850830078125","361.15850830078125","","",""
"2063","324.6989440917969","324.6989440917969","324.6989440917969","","","","311.5342102050781","311.5342102050781","311.5342102050781"
"2067","","","","360.9935302734375","360.9935302734375","360.9935302734375","","",""
"2068","324.89556884765625","324.89556884765625","324.89556884765625","","","","","",""
"2070","","","","361.2928466796875","361.2928466796875","361.2928466796875","","",""
"2071","","","","","","","311.2974548339844","311.2974548339844","311.2974548339844"
"2074","325.014892578125","325.014892578125","325.014892578125","","","","","",""
"2076","","","","361.4256896972656","361.4256896972656","361.4256896972656","","",""
"2078","","","","","","","311.177978515625","311.177978515625","311.177978515625"
"2079","325.0792236328125","325.0792236328125","325.0792236328125","","","","","",""
"2082","","","","","","","311.385986328125","311.385986328125","311.385986328125"
"2084","","","","361.2282409667969","361.2282409667969","361.2282409667969","","",""
"2086","320.5","320.5","320.5","","","","","",""
"2088","","","","361.5141296386719","361.5141296386719","361.5141296386719","","",""
"2089","","","","","","","311.3299865722656","311.3299865722656","311.3299865722656"
"2092","320.62908935546875","320.62908935546875","320.62908935546875","","","","","",""
"2095","","","","361.41583251953125","361.41583251953125","361.41583251953125","311.3687744140625","311.3687744140625","311.3687744140625"
"2098","","","","361.601806640625","361.601806640625","361.601806640625","","",""
"2099","320.66015625","320.66015625","320.66015625","","","","","",""
"2102","","","","361.8958740234375","361.8958740234375","361.8958740234375","311.4073486328125","311.4073486328125","311.4073486328125"
"2106","320.6263427734375","320.6263427734375","320.6263427734375","","","","","",""
"2109","","","","356.35870361328125","356.35870361328125","356.35870361328125","","",""
"2111","","","","","","","311.2366027832031","311.2366027832031","311.2366027832031"
"2115","320.3448486328125","320.3448486328125","320.3448486328125","","","","","",""
"2116","","","","356.2831115722656","356.2831115722656","356.2831115722656","","",""
"2117","","","","","","","311.23358154296875","311.23358154296875","311.23358154296875"
"2120","320.4731140136719","320.4731140136719","320.4731140136719","","","","","",""
"2121","","","","356.41351318359375","356.41351318359375","356.41351318359375","","",""
"2124","","","","","","","308.41668701171875","308.41668701171875","308.41668701171875"
"2125","320.6008605957031","320.6008605957031","320.6008605957031","","","","","",""
"2129","320.8458251953125","320.8458251953125","320.8458251953125","356.20855712890625","356.20855712890625","356.20855712890625","","",""
"2132","","","","","","","308.3004150390625","308.3004150390625","308.3004150390625"
"2133","","","","356.50018310546875","356.50018310546875","356.50018310546875","","",""
"2136","320.74786376953125","320.74786376953125","320.74786376953125","","","","","",""
"2139","320.991455078125","320.991455078125","320.991455078125","356.56475830078125","356.56475830078125","356.56475830078125","","",""
"2140","","","","","","","308.09130859375","308.09130859375","308.09130859375"
"2146","320.68084716796875","320.68084716796875","320.68084716796875","356.532470703125","356.532470703125","356.532470703125","307.9761962890625","307.9761962890625","307.9761962890625"
"2150","","","","356.72515869140625","356.72515869140625","356.72515869140625","","",""
"2151","320.838623046875","320.838623046875","320.838623046875","","","","308.0475158691406","308.0475158691406","308.0475158691406"
"2156","","","","356.77813720703125","356.77813720703125","356.77813720703125","308.05670166015625","308.05670166015625","308.05670166015625"
"2158","320.9004211425781","320.9004211425781","320.9004211425781","","","","","",""
"2163","320.8033752441406","320.8033752441406","320.8033752441406","","","","","",""
"2164","","","","356.51104736328125","356.51104736328125","356.51104736328125","","",""
"2165","","","","","","","307.62347412109375","307.62347412109375","307.62347412109375"
"2167","321.0443115234375","321.0443115234375","321.0443115234375","","","","","",""
"2170","","","","356.63873291015625","356.63873291015625","356.63873291015625","307.56158447265625","307.56158447265625","307.56158447265625"
"2174","321.0105285644531","321.0105285644531","321.0105285644531","","","","","",""
"2176","","","","356.765869140625","356.765869140625","356.765869140625","307.6844482421875","307.6844482421875","307.6844482421875"
"2181","320.9768981933594","320.9768981933594","320.9768981933594","","","","307.765869140625","307.765869140625","307.765869140625"
"2182","","","","356.8924865722656","356.8924865722656","356.8924865722656","","",""
"2186","","","","","","","307.8673400878906","307.8673400878906","307.8673400878906"
"2189","320.7127685546875","320.7127685546875","320.7127685546875","356.79656982421875","356.79656982421875","356.79656982421875","","",""
"2194","","","","","","","307.744384765625","307.744384765625","307.744384765625"
"2196","","","","356.9120178222656","356.9120178222656","356.9120178222656","","",""
"2197","323.3550109863281","323.3550109863281","323.3550109863281","","","","","",""
"2199","","","","","","","307.7540588378906","307.7540588378906","307.7540588378906"
"2205","323.156494140625","323.156494140625","323.156494140625","","","","307.91583251953125","307.91583251953125","307.91583251953125"
"2206","","","","356.58489990234375","356.58489990234375","356.58489990234375","","",""
"2211","","","","356.6792907714844","356.6792907714844","356.6792907714844","308.01617431640625","308.01617431640625","308.01617431640625"
"2213","318.6458435058594","318.6458435058594","318.6458435058594","","","","","",""
"2215","","","","356.857177734375","356.857177734375","356.857177734375","","",""
"2216","","","","","","","307.95452880859375","307.95452880859375","307.95452880859375"
"2221","","","","356.8250732421875","356.8250732421875","356.8250732421875","","",""
"2222","320.3664245605469","320.3664245605469","320.3664245605469","","","","","",""
"2225","","","","357.04364013671875","357.04364013671875","357.04364013671875","","",""
"2228","320.42010498046875","320.42010498046875","320.42010498046875","","","","","",""
"2230","","","","","","","312.059814453125","312.059814453125","312.059814453125"
"2232","","","","352.0416259765625","352.0416259765625","352.0416259765625","","",""
"2237","","","","","","","312.00994873046875","312.00994873046875","312.00994873046875"
"2239","320.38043212890625","320.38043212890625","320.38043212890625","352.06121826171875","352.06121826171875","352.06121826171875","","",""
"2242","","","","","","","312.0506896972656","312.0506896972656","312.0506896972656"
"2243","","","","352.236328125","352.236328125","352.236328125","","",""
"2246","320.361572265625","320.361572265625","320.361572265625","","","","312.2615966796875","312.2615966796875","312.2615966796875"
"2248","","","","352.46246337890625","352.46246337890625","352.46246337890625","","",""
"2253","320.33245849609375","320.33245849609375","320.33245849609375","352.5843505859375","352.5843505859375","352.5843505859375","308.66998291015625","308.66998291015625","308.66998291015625"
"2260","320.3034973144531","320.3034973144531","320.3034973144531","352.70574951171875","352.70574951171875","352.70574951171875","308.4606628417969","308.4606628417969","308.4606628417969"
"2265","320.41839599609375","320.41839599609375","320.41839599609375","352.88836669921875","352.88836669921875","352.88836669921875","","",""
"2266","","","","","","","308.44140625","308.44140625","308.44140625"
"2273","","","","352.957275390625","352.957275390625","352.957275390625","308.41229248046875","308.41229248046875","308.41229248046875"
"2274","320.22540283203125","320.22540283203125","320.22540283203125","","","","","",""
"2277","","","","353.1283874511719","353.1283874511719","353.1283874511719","308.5519714355469","308.5519714355469","308.5519714355469"
"2281","320.19683837890625","320.19683837890625","320.19683837890625","","","","","",""
"2284","","","","","","","308.5524597167969","308.5524597167969","308.5524597167969"
"2289","320.096923828125","320.096923828125","320.096923828125","359.380126953125","359.380126953125","359.380126953125","","",""
"2291","","","","","","","308.44427490234375","308.44427490234375","308.44427490234375"
"2293","320.34368896484375","320.34368896484375","320.34368896484375","","","","","",""
"2296","","","","359.2559814453125","359.2559814453125","359.2559814453125","","",""
"2297","","","","","","","308.51397705078125","308.51397705078125","308.51397705078125"
"2299","320.30487060546875","320.30487060546875","320.30487060546875","","","","","",""
"2301","","","","359.376708984375","359.376708984375","359.376708984375","308.7606201171875","308.7606201171875","308.7606201171875"
"2303","320.60089111328125","320.60089111328125","320.60089111328125","","","","","",""
"2306","","","","359.5782775878906","359.5782775878906","359.5782775878906","308.76068115234375","308.76068115234375","308.76068115234375"
"2309","320.7540283203125","320.7540283203125","320.7540283203125","","","","","",""
"2310","","","","","","","308.88824462890625","308.88824462890625","308.88824462890625"
"2313","","","","359.5457458496094","359.5457458496094","359.5457458496094","","",""
"2316","320.66412353515625","320.66412353515625","320.66412353515625","","","","308.95654296875","308.95654296875","308.95654296875"
"2321","","","","359.60443115234375","359.60443115234375","359.60443115234375","","",""
"2322","320.75604248046875","320.75604248046875","320.75604248046875","","","","309.02459716796875","309.02459716796875","309.02459716796875"
"2326","","","","","","","309.17034912109375","309.17034912109375","309.17034912109375"
"2328","","","","359.5719909667969","359.5719909667969","359.5719909667969","","",""
"2330","","","","","","","309.42254638671875","309.42254638671875","309.42254638671875"
"2333","","","","359.6908874511719","359.6908874511719","359.6908874511719","","",""
"2334","320.53570556640625","320.53570556640625","320.53570556640625","","","","","",""
"2335","","","","","","","309.5766906738281","309.5766906738281","309.5766906738281"
"2338","","","","","","","309.7786865234375","309.7786865234375","309.7786865234375"
"2340","320.70782470703125","320.70782470703125","320.70782470703125","","","","","",""
"2341","","","","359.5980224609375","359.5980224609375","359.5980224609375","","",""
"2343","","","","","","","309.96051025390625","309.96051025390625","309.96051025390625"
"2345","320.9794616699219","320.9794616699219","320.9794616699219","","","","","",""
"2347","","","","359.28466796875","359.28466796875","359.28466796875","","",""
"2350","","","","","","","309.900390625","309.900390625","309.900390625"
"2351","317.1000061035156","317.1000061035156","317.1000061035156","","","","","",""
"2354","","","","359.1929931640625","359.1929931640625","359.1929931640625","","",""
"2357","","","","","","","309.85009765625","309.85009765625","309.85009765625"
"2359","317.060302734375","317.060302734375","317.060302734375","","","","","",""
"2361","","","","354.1299743652344","354.1299743652344","354.1299743652344","","",""
"2363","","","","","","","306.625","306.625","306.625"
"2365","316.970947265625","316.970947265625","316.970947265625","","","","","",""
"2367","","","","354.23870849609375","354.23870849609375","354.23870849609375","","",""
"2369","","","","","","","306.5174560546875","306.5174560546875","306.5174560546875"
"2374","316.822265625","316.822265625","316.822265625","354.1494140625","354.1494140625","354.1494140625","","",""
"2376","","","","","","","306.34320068359375","306.34320068359375","306.34320068359375"
"2380","","","","354.26837158203125","354.26837158203125","354.26837158203125","","",""
"2381","316.7039794921875","316.7039794921875","316.7039794921875","","","","","",""
"2383","","","","","","","306.2079162597656","306.2079162597656","306.2079162597656"
"2386","","","","354.38690185546875","354.38690185546875","354.38690185546875","","",""
"2388","316.8138732910156","316.8138732910156","316.8138732910156","","","","","",""
"2390","","","","","","","306.10174560546875","306.10174560546875","306.10174560546875"
"2394","316.78497314453125","316.78497314453125","316.78497314453125","","","","","",""
"2395","","","","","","","306.29119873046875","306.29119873046875","306.29119873046875"
"2396","","","","354.089111328125","354.089111328125","354.089111328125","","",""
"2398","","","","","","","306.3849182128906","306.3849182128906","306.3849182128906"
"2403","316.54913330078125","316.54913330078125","316.54913330078125","","","","","",""
"2404","","","","353.9703369140625","353.9703369140625","353.9703369140625","","",""
"2409","","","","","","","305.9564208984375","305.9564208984375","305.9564208984375"
"2411","316.3634033203125","316.3634033203125","316.3634033203125","353.88165283203125","353.88165283203125","353.88165283203125","","",""
"2415","316.5909729003906","316.5909729003906","316.5909729003906","","","","","",""
"2416","","","","354.1378173828125","354.1378173828125","354.1378173828125","","",""
"2417","","","","","","","305.84210205078125","305.84210205078125","305.84210205078125"
"2421","","","","354.15716552734375","354.15716552734375","354.15716552734375","","",""
"2422","316.61175537109375","316.61175537109375","316.61175537109375","","","","305.8415832519531","305.8415832519531","305.8415832519531"
"2426","","","","354.37255859375","354.37255859375","354.37255859375","","",""
"2428","","","","","","","305.8316650390625","305.8316650390625","305.8316650390625"
"2429","316.5248718261719","316.5248718261719","316.5248718261719","","","","","",""
"2432","","","","354.47943115234375","354.47943115234375","354.47943115234375","","",""
"2433","","","","","","","305.9630126953125","305.9630126953125","305.9630126953125"
"2434","316.67266845703125","316.67266845703125","316.67266845703125","","","","","",""
"2438","","","","354.56640625","354.56640625","354.56640625","","",""
"2439","","","","","","","305.9810791015625","305.9810791015625","305.9810791015625"
"2440","316.7126770019531","316.7126770019531","316.7126770019531","","","","","",""
"2444","","","","354.623779296875","354.623779296875","354.623779296875","","",""
"2446","316.9276428222656","316.9276428222656","316.9276428222656","","","","","",""
"2447","","","","","","","305.8208312988281","305.8208312988281","305.8208312988281"
"2449","","","","354.82684326171875","354.82684326171875","354.82684326171875","","",""
"2451","317.005859375","317.005859375","317.005859375","","","","306.04510498046875","306.04510498046875","306.04510498046875"
"2456","","","","354.73785400390625","354.73785400390625","354.73785400390625","","",""
"2458","317.02557373046875","317.02557373046875","317.02557373046875","","","","","",""
"2459","","","","","","","305.95074462890625","305.95074462890625","305.95074462890625"
"2462","","","","354.8236389160156","354.8236389160156","354.8236389160156","","",""
"2464","316.9775695800781","316.9775695800781","316.9775695800781","","","","","",""
"2466","","","","","","","305.8101501464844","305.8101501464844","305.8101501464844"
"2468","","","","354.9381103515625","354.9381103515625","354.9381103515625","","",""
"2472","316.8332214355469","316.8332214355469","316.8332214355469","","","","305.89349365234375","305.89349365234375","305.89349365234375"
"2474","","","","354.9169921875","354.9169921875","354.9169921875","","",""
"2478","","","","","","","305.93939208984375","305.93939208984375","305.93939208984375"
"2481","","","","354.9923095703125","354.9923095703125","354.9923095703125","","",""
"2483","316.544921875","316.544921875","316.544921875","","","","","",""
"2484","","","","","","","305.966552734375","305.966552734375","305.966552734375"
"2485","","","","350.6346435546875","350.6346435546875","350.6346435546875","","",""
"2490","312.5480651855469","312.5480651855469","312.5480651855469","","","","","",""
"2492","","","","350.5363464355469","350.5363464355469","350.5363464355469","","",""
"2493","","","","","","","302.8240661621094","302.8240661621094","302.8240661621094"
"2496","312.5974426269531","312.5974426269531","312.5974426269531","","","","","",""
"2499","","","","350.5054931640625","350.5054931640625","350.5054931640625","302.81439208984375","302.81439208984375","302.81439208984375"
"2502","312.6466064453125","312.6466064453125","312.6466064453125","","","","","",""
"2504","","","","","","","302.86932373046875","302.86932373046875","302.86932373046875"
"2506","","","","350.5607604980469","350.5607604980469","350.5607604980469","","",""
"2509","314.9779357910156","314.9779357910156","314.9779357910156","","","","","",""
"2510","","","","","","","302.8964538574219","302.8964538574219","302.8964538574219"
"2512","","","","350.66357421875","350.66357421875","350.66357421875","","",""
"2513","315.123291015625","315.123291015625","315.123291015625","","","","","",""
"2515","","","","","","","302.94183349609375","302.94183349609375","302.94183349609375"
"2518","","","","350.5754699707031","350.5754699707031","350.5754699707031","303.17059326171875","303.17059326171875","303.17059326171875"
"2520","315.010986328125","315.010986328125","315.010986328125","","","","","",""
"2523","","","","","","","303.380126953125","303.380126953125","303.380126953125"
"2524","","","","350.6873474121094","350.6873474121094","350.6873474121094","","",""
"2528","314.7850341796875","314.7850341796875","314.7850341796875","","","","303.59808349609375","303.59808349609375","303.59808349609375"
"2530","","","","350.798828125","350.798828125","350.798828125","","",""
"2532","","","","","","","303.7513427734375","303.7513427734375","303.7513427734375"
"2536","317.1124572753906","317.1124572753906","317.1124572753906","","","","","",""
"2537","","","","350.81512451171875","350.81512451171875","350.81512451171875","","",""
"2539","","","","","","","303.98602294921875","303.98602294921875","303.98602294921875"
"2544","316.90777587890625","316.90777587890625","316.90777587890625","","","","","",""
"2545","","","","350.6990966796875","350.6990966796875","350.6990966796875","303.96533203125","303.96533203125","303.96533203125"
"2550","","","","","","","304.035400390625","304.035400390625","304.035400390625"
