"Step","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__1__1745790578 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__3__1745790573 - charts/local_optimality_gap__MAX","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MIN","SpaceInvadersNoFrameskip-v4__dqn_atari__2__1745790573 - charts/local_optimality_gap__MAX"
"22437","","","","817.0550537109375","817.0550537109375","817.0550537109375","","",""
"22442","837.3349609375","837.3349609375","837.3349609375","","","","","",""
"22448","","","","","","","711.2799682617188","711.2799682617188","711.2799682617188"
"22449","","","","816.9750366210938","816.9750366210938","816.9750366210938","","",""
"22453","837.7899780273438","837.7899780273438","837.7899780273438","","","","","",""
"22465","838.344970703125","838.344970703125","838.344970703125","","","","","",""
"22468","","","","816.43505859375","816.43505859375","816.43505859375","","",""
"22470","","","","","","","716.9949951171875","716.9949951171875","716.9949951171875"
"22475","838.824951171875","838.824951171875","838.824951171875","","","","","",""
"22479","","","","816.455078125","816.455078125","816.455078125","716.9149780273438","716.9149780273438","716.9149780273438"
"22484","838.6900024414062","838.6900024414062","838.6900024414062","","","","","",""
"22488","","","","816.4750366210938","816.4750366210938","816.4750366210938","","",""
"22489","","","","","","","716.8599853515625","716.8599853515625","716.8599853515625"
"22495","838.8899536132812","838.8899536132812","838.8899536132812","","","","","",""
"22496","","","","","","","716.7099609375","716.7099609375","716.7099609375"
"22499","","","","816.0150756835938","816.0150756835938","816.0150756835938","","",""
"22505","","","","","","","716.6699829101562","716.6699829101562","716.6699829101562"
"22507","838.6199951171875","838.6199951171875","838.6199951171875","","","","","",""
"22515","","","","","","","716.3849487304688","716.3849487304688","716.3849487304688"
"22517","838.864990234375","838.864990234375","838.864990234375","","","","","",""
"22521","","","","815.3750610351562","815.3750610351562","815.3750610351562","","",""
"22528","838.7599487304688","838.7599487304688","838.7599487304688","","","","","",""
"22531","","","","814.9400634765625","814.9400634765625","814.9400634765625","","",""
"22532","","","","","","","715.7599487304688","715.7599487304688","715.7599487304688"
"22543","","","","","","","715.4400024414062","715.4400024414062","715.4400024414062"
"22549","","","","814.9150390625","814.9150390625","814.9150390625","","",""
"22551","847.6100463867188","847.6100463867188","847.6100463867188","","","","","",""
"22559","","","","815.0150756835938","815.0150756835938","815.0150756835938","715.8350219726562","715.8350219726562","715.8350219726562"
"22561","847.68505859375","847.68505859375","847.68505859375","","","","","",""
"22569","847.695068359375","847.695068359375","847.695068359375","","","","","",""
"22570","","","","814.7150268554688","814.7150268554688","814.7150268554688","","",""
"22573","","","","","","","715.3900146484375","715.3900146484375","715.3900146484375"
"22581","847.2950439453125","847.2950439453125","847.2950439453125","","","","","",""
"22583","","","","814.4950561523438","814.4950561523438","814.4950561523438","","",""
"22584","","","","","","","715.1199951171875","715.1199951171875","715.1199951171875"
"22592","847.0100708007812","847.0100708007812","847.0100708007812","","","","","",""
"22593","","","","","","","715.0599975585938","715.0599975585938","715.0599975585938"
"22594","","","","814.205078125","814.205078125","814.205078125","","",""
"22602","846.8450317382812","846.8450317382812","846.8450317382812","","","","","",""
"22605","","","","814.0650634765625","814.0650634765625","814.0650634765625","715.050048828125","715.050048828125","715.050048828125"
"22613","847.02001953125","847.02001953125","847.02001953125","","","","","",""
"22616","","","","813.780029296875","813.780029296875","813.780029296875","714.9100341796875","714.9100341796875","714.9100341796875"
"22624","","","","","","","715.1050415039062","715.1050415039062","715.1050415039062"
"22628","","","","813.4300537109375","813.4300537109375","813.4300537109375","","",""
"22630","848.6499633789062","848.6499633789062","848.6499633789062","","","","","",""
"22634","","","","","","","715.5150146484375","715.5150146484375","715.5150146484375"
"22640","848.4549560546875","848.4549560546875","848.4549560546875","813.6350708007812","813.6350708007812","813.6350708007812","","",""
"22644","","","","","","","715.1900024414062","715.1900024414062","715.1900024414062"
"22651","","","","813.43505859375","813.43505859375","813.43505859375","","",""
"22652","848.0999755859375","848.0999755859375","848.0999755859375","","","","","",""
"22655","","","","","","","715.030029296875","715.030029296875","715.030029296875"
"22662","","","","813.0400390625","813.0400390625","813.0400390625","","",""
"22665","","","","","","","715.5800170898438","715.5800170898438","715.5800170898438"
"22672","851.219970703125","851.219970703125","851.219970703125","","","","","",""
"22674","","","","812.7300415039062","812.7300415039062","812.7300415039062","","",""
"22675","","","","","","","715.5050048828125","715.5050048828125","715.5050048828125"
"22682","850.9149780273438","850.9149780273438","850.9149780273438","","","","","",""
"22683","","","","812.425048828125","812.425048828125","812.425048828125","","",""
"22687","","","","","","","715.02001953125","715.02001953125","715.02001953125"
"22693","","","","812.4850463867188","812.4850463867188","812.4850463867188","","",""
"22694","850.699951171875","850.699951171875","850.699951171875","","","","","",""
"22699","","","","","","","714.7400512695312","714.7400512695312","714.7400512695312"
"22702","","","","811.9800415039062","811.9800415039062","811.9800415039062","","",""
"22703","850.6199340820312","850.6199340820312","850.6199340820312","","","","","",""
"22711","","","","","","","714.7300415039062","714.7300415039062","714.7300415039062"
"22713","","","","811.6500244140625","811.6500244140625","811.6500244140625","","",""
"22715","850.6399536132812","850.6399536132812","850.6399536132812","","","","","",""
"22724","","","","811.2900390625","811.2900390625","811.2900390625","","",""
"22726","850.3849487304688","850.3849487304688","850.3849487304688","","","","","",""
"22730","","","","","","","720.3400268554688","720.3400268554688","720.3400268554688"
"22736","850.0049438476562","850.0049438476562","850.0049438476562","","","","","",""
"22737","","","","811.0250244140625","811.0250244140625","811.0250244140625","","",""
"22740","","","","","","","720.1700439453125","720.1700439453125","720.1700439453125"
"22745","850.0849609375","850.0849609375","850.0849609375","","","","","",""
"22746","","","","810.7100219726562","810.7100219726562","810.7100219726562","","",""
"22750","","","","","","","720.0150146484375","720.0150146484375","720.0150146484375"
"22756","850.31494140625","850.31494140625","850.31494140625","","","","","",""
"22757","","","","810.56005859375","810.56005859375","810.56005859375","","",""
"22759","","","","","","","719.7449951171875","719.7449951171875","719.7449951171875"
"22766","","","","810.4750366210938","810.4750366210938","810.4750366210938","","",""
"22768","850.2049560546875","850.2049560546875","850.2049560546875","","","","","",""
"22770","","","","","","","719.5550537109375","719.5550537109375","719.5550537109375"
"22775","","","","810.2300415039062","810.2300415039062","810.2300415039062","","",""
"22780","849.6749267578125","849.6749267578125","849.6749267578125","","","","719.2150268554688","719.2150268554688","719.2150268554688"
"22785","","","","810.1650390625","810.1650390625","810.1650390625","","",""
"22790","850.0599365234375","850.0599365234375","850.0599365234375","","","","719.550048828125","719.550048828125","719.550048828125"
"22798","","","","810.0450439453125","810.0450439453125","810.0450439453125","","",""
"22801","","","","","","","719.3250122070312","719.3250122070312","719.3250122070312"
"22804","849.794921875","849.794921875","849.794921875","","","","","",""
"22808","","","","809.9000244140625","809.9000244140625","809.9000244140625","","",""
"22814","849.6349487304688","849.6349487304688","849.6349487304688","","","","","",""
"22819","","","","809.93505859375","809.93505859375","809.93505859375","718.5800170898438","718.5800170898438","718.5800170898438"
"22826","849.4849243164062","849.4849243164062","849.4849243164062","","","","","",""
"22831","","","","","","","718.5800170898438","718.5800170898438","718.5800170898438"
"22832","","","","809.7350463867188","809.7350463867188","809.7350463867188","","",""
"22834","849.554931640625","849.554931640625","849.554931640625","","","","","",""
"22841","","","","809.705078125","809.705078125","809.705078125","","",""
"22848","849.1249389648438","849.1249389648438","849.1249389648438","","","","","",""
"22850","","","","810.1000366210938","810.1000366210938","810.1000366210938","","",""
"22852","","","","","","","719.0799560546875","719.0799560546875","719.0799560546875"
"22857","849.18994140625","849.18994140625","849.18994140625","","","","","",""
"22861","","","","809.7850341796875","809.7850341796875","809.7850341796875","","",""
"22865","","","","","","","718.844970703125","718.844970703125","718.844970703125"
"22868","848.9449462890625","848.9449462890625","848.9449462890625","","","","","",""
"22869","","","","809.7000732421875","809.7000732421875","809.7000732421875","","",""
"22876","","","","","","","718.6449584960938","718.6449584960938","718.6449584960938"
"22879","","","","809.405029296875","809.405029296875","809.405029296875","","",""
"22885","848.304931640625","848.304931640625","848.304931640625","","","","","",""
"22887","","","","","","","718.2049560546875","718.2049560546875","718.2049560546875"
"22890","","","","809.0850219726562","809.0850219726562","809.0850219726562","","",""
"22894","848.3399658203125","848.3399658203125","848.3399658203125","","","","","",""
"22897","","","","","","","718.2349853515625","718.2349853515625","718.2349853515625"
"22903","","","","808.955078125","808.955078125","808.955078125","","",""
"22905","847.8649291992188","847.8649291992188","847.8649291992188","","","","","",""
"22908","","","","","","","717.9949951171875","717.9949951171875","717.9949951171875"
"22912","846.5700073242188","846.5700073242188","846.5700073242188","","","","","",""
"22916","","","","808.8800659179688","808.8800659179688","808.8800659179688","","",""
"22919","","","","","","","717.6849975585938","717.6849975585938","717.6849975585938"
"22923","846.4949951171875","846.4949951171875","846.4949951171875","","","","","",""
"22929","","","","","","","717.22998046875","717.22998046875","717.22998046875"
"22932","","","","808.425048828125","808.425048828125","808.425048828125","","",""
"22935","842.3899536132812","842.3899536132812","842.3899536132812","","","","","",""
"22941","","","","","","","716.949951171875","716.949951171875","716.949951171875"
"22943","","","","808.2150268554688","808.2150268554688","808.2150268554688","","",""
"22946","842.3899536132812","842.3899536132812","842.3899536132812","","","","","",""
"22951","","","","","","","716.9249877929688","716.9249877929688","716.9249877929688"
"22953","","","","808.1150512695312","808.1150512695312","808.1150512695312","","",""
"22962","","","","","","","716.969970703125","716.969970703125","716.969970703125"
"22966","846.7649536132812","846.7649536132812","846.7649536132812","808.030029296875","808.030029296875","808.030029296875","","",""
"22974","","","","","","","716.8800048828125","716.8800048828125","716.8800048828125"
"22977","846.4999389648438","846.4999389648438","846.4999389648438","","","","","",""
"22982","","","","807.3250732421875","807.3250732421875","807.3250732421875","","",""
"22985","","","","","","","716.6300048828125","716.6300048828125","716.6300048828125"
"22987","846.3099365234375","846.3099365234375","846.3099365234375","","","","","",""
"22994","","","","807.1000366210938","807.1000366210938","807.1000366210938","","",""
"22995","","","","","","","716.5499877929688","716.5499877929688","716.5499877929688"
"22996","845.9999389648438","845.9999389648438","845.9999389648438","","","","","",""
"23003","838.405029296875","838.405029296875","838.405029296875","","","","","",""
"23005","","","","806.8350219726562","806.8350219726562","806.8350219726562","","",""
"23007","","","","","","","716.344970703125","716.344970703125","716.344970703125"
"23012","838.7350463867188","838.7350463867188","838.7350463867188","","","","","",""
"23015","","","","806.3900756835938","806.3900756835938","806.3900756835938","","",""
"23016","","","","","","","716.1549682617188","716.1549682617188","716.1549682617188"
"23025","","","","806.1350708007812","806.1350708007812","806.1350708007812","","",""
"23026","","","","","","","715.6949462890625","715.6949462890625","715.6949462890625"
"23027","838.9750366210938","838.9750366210938","838.9750366210938","","","","","",""
"23033","","","","","","","715.6499633789062","715.6499633789062","715.6499633789062"
"23038","838.6300659179688","838.6300659179688","838.6300659179688","","","","","",""
"23045","","","","","","","715.47998046875","715.47998046875","715.47998046875"
"23046","838.3750610351562","838.3750610351562","838.3750610351562","","","","","",""
"23048","","","","807.7100219726562","807.7100219726562","807.7100219726562","","",""
"23055","","","","","","","715.2149658203125","715.2149658203125","715.2149658203125"
"23057","838.4800415039062","838.4800415039062","838.4800415039062","","","","","",""
"23059","","","","807.7750244140625","807.7750244140625","807.7750244140625","","",""
"23065","","","","","","","714.989990234375","714.989990234375","714.989990234375"
"23068","838.5550537109375","838.5550537109375","838.5550537109375","","","","","",""
"23072","","","","807.4500122070312","807.4500122070312","807.4500122070312","","",""
"23076","","","","","","","714.6300048828125","714.6300048828125","714.6300048828125"
"23080","838.5150756835938","838.5150756835938","838.5150756835938","","","","","",""
"23081","","","","807.155029296875","807.155029296875","807.155029296875","","",""
"23085","","","","","","","714.5349731445312","714.5349731445312","714.5349731445312"
"23093","838.39501953125","838.39501953125","838.39501953125","806.9400024414062","806.9400024414062","806.9400024414062","","",""
"23096","","","","","","","714.2599487304688","714.2599487304688","714.2599487304688"
"23105","","","","806.9650268554688","806.9650268554688","806.9650268554688","","",""
"23107","","","","","","","713.6099853515625","713.6099853515625","713.6099853515625"
"23112","837.695068359375","837.695068359375","837.695068359375","","","","","",""
"23114","","","","806.489990234375","806.489990234375","806.489990234375","","",""
"23122","","","","","","","713.5199584960938","713.5199584960938","713.5199584960938"
"23127","","","","806.2849731445312","806.2849731445312","806.2849731445312","","",""
"23131","841.375","841.375","841.375","","","","","",""
"23133","","","","","","","713.4599609375","713.4599609375","713.4599609375"
"23137","","","","806.010009765625","806.010009765625","806.010009765625","","",""
"23142","","","","","","","713.2099609375","713.2099609375","713.2099609375"
"23149","","","","805.9749755859375","805.9749755859375","805.9749755859375","","",""
"23150","840.9149780273438","840.9149780273438","840.9149780273438","","","","","",""
"23156","","","","","","","713.5099487304688","713.5099487304688","713.5099487304688"
"23157","840.7149658203125","840.7149658203125","840.7149658203125","","","","","",""
"23162","","","","805.625","805.625","805.625","","",""
"23166","","","","","","","713.0349731445312","713.0349731445312","713.0349731445312"
"23167","840.22998046875","840.22998046875","840.22998046875","","","","","",""
"23175","","","","805.3400268554688","805.3400268554688","805.3400268554688","","",""
"23176","","","","","","","713.1499633789062","713.1499633789062","713.1499633789062"
"23179","839.8349609375","839.8349609375","839.8349609375","","","","","",""
"23187","","","","","","","713.0349731445312","713.0349731445312","713.0349731445312"
"23188","839.5349731445312","839.5349731445312","839.5349731445312","","","","","",""
"23196","","","","808.5650024414062","808.5650024414062","808.5650024414062","712.85498046875","712.85498046875","712.85498046875"
"23199","839.5449829101562","839.5449829101562","839.5449829101562","","","","","",""
"23207","","","","808.2949829101562","808.2949829101562","808.2949829101562","","",""
"23208","839.5449829101562","839.5449829101562","839.5449829101562","","","","","",""
"23214","","","","","","","712.469970703125","712.469970703125","712.469970703125"
"23219","","","","807.6099853515625","807.6099853515625","807.6099853515625","","",""
"23225","839.3699951171875","839.3699951171875","839.3699951171875","","","","","",""
"23226","","","","","","","712.3099365234375","712.3099365234375","712.3099365234375"
"23232","","","","807.7349853515625","807.7349853515625","807.7349853515625","","",""
"23235","839.375","839.375","839.375","","","","","",""
"23237","","","","","","","712.2549438476562","712.2549438476562","712.2549438476562"
"23243","","","","807.4599609375","807.4599609375","807.4599609375","","",""
"23247","839.1599731445312","839.1599731445312","839.1599731445312","","","","711.7649536132812","711.7649536132812","711.7649536132812"
"23254","","","","807.1900024414062","807.1900024414062","807.1900024414062","","",""
"23266","","","","","","","715.7550048828125","715.7550048828125","715.7550048828125"
"23267","","","","806.699951171875","806.699951171875","806.699951171875","","",""
"23269","838.6849975585938","838.6849975585938","838.6849975585938","","","","","",""
"23274","","","","","","","715.8299560546875","715.8299560546875","715.8299560546875"
"23281","838.5999755859375","838.5999755859375","838.5999755859375","","","","","",""
"23284","","","","","","","715.4949951171875","715.4949951171875","715.4949951171875"
"23287","","","","806.5349731445312","806.5349731445312","806.5349731445312","","",""
"23293","838.1399536132812","838.1399536132812","838.1399536132812","","","","715.5449829101562","715.5449829101562","715.5449829101562"
"23299","","","","805.8599853515625","805.8599853515625","805.8599853515625","","",""
"23303","","","","","","","715.5299682617188","715.5299682617188","715.5299682617188"
"23305","837.8899536132812","837.8899536132812","837.8899536132812","","","","","",""
"23311","","","","805.4649658203125","805.4649658203125","805.4649658203125","","",""
"23314","","","","","","","715.7599487304688","715.7599487304688","715.7599487304688"
"23315","837.7999877929688","837.7999877929688","837.7999877929688","","","","","",""
"23322","","","","805.1399536132812","805.1399536132812","805.1399536132812","","",""
"23325","","","","","","","716.2899780273438","716.2899780273438","716.2899780273438"
"23326","837.5099487304688","837.5099487304688","837.5099487304688","","","","","",""
"23332","","","","804.625","804.625","804.625","","",""
"23335","","","","","","","716.2050170898438","716.2050170898438","716.2050170898438"
"23336","837.1549682617188","837.1549682617188","837.1549682617188","","","","","",""
"23343","","","","804.2999877929688","804.2999877929688","804.2999877929688","","",""
"23344","","","","","","","715.8599853515625","715.8599853515625","715.8599853515625"
"23350","836.7599487304688","836.7599487304688","836.7599487304688","","","","","",""
"23353","","","","804.3999633789062","804.3999633789062","804.3999633789062","","",""
"23360","","","","","","","716.4099731445312","716.4099731445312","716.4099731445312"
"23363","836.4749755859375","836.4749755859375","836.4749755859375","","","","","",""
"23373","836.2899780273438","836.2899780273438","836.2899780273438","806.8300170898438","806.8300170898438","806.8300170898438","","",""
"23376","","","","","","","720.0149536132812","720.0149536132812","720.0149536132812"
"23382","836.3099975585938","836.3099975585938","836.3099975585938","","","","","",""
"23384","","","","806.5900268554688","806.5900268554688","806.5900268554688","720.1149291992188","720.1149291992188","720.1149291992188"
"23395","835.864990234375","835.864990234375","835.864990234375","","","","","",""
"23396","","","","","","","716.1400146484375","716.1400146484375","716.1400146484375"
"23400","","","","805.97998046875","805.97998046875","805.97998046875","","",""
"23406","","","","","","","716.1900024414062","716.1900024414062","716.1900024414062"
"23409","835.4549560546875","835.4549560546875","835.4549560546875","","","","","",""
"23410","","","","805.47998046875","805.47998046875","805.47998046875","","",""
"23417","","","","","","","716.0850219726562","716.0850219726562","716.0850219726562"
"23418","","","","805.5599975585938","805.5599975585938","805.5599975585938","","",""
"23422","835.3049926757812","835.3049926757812","835.3049926757812","","","","","",""
"23427","","","","","","","716.3300170898438","716.3300170898438","716.3300170898438"
"23429","","","","805.39501953125","805.39501953125","805.39501953125","","",""
"23434","835.2149658203125","835.2149658203125","835.2149658203125","","","","","",""
"23439","","","","","","","715.9099731445312","715.9099731445312","715.9099731445312"
"23440","","","","805.030029296875","805.030029296875","805.030029296875","","",""
"23447","834.844970703125","834.844970703125","834.844970703125","","","","","",""
"23450","","","","","","","715.875","715.875","715.875"
"23451","","","","804.6599731445312","804.6599731445312","804.6599731445312","","",""
"23458","834.5499877929688","834.5499877929688","834.5499877929688","","","","","",""
"23461","","","","","","","715.6199951171875","715.6199951171875","715.6199951171875"
"23462","","","","804.5800170898438","804.5800170898438","804.5800170898438","","",""
"23469","834.3349609375","834.3349609375","834.3349609375","","","","715.5399780273438","715.5399780273438","715.5399780273438"
"23478","","","","803.8350219726562","803.8350219726562","803.8350219726562","","",""
"23482","834.0050048828125","834.0050048828125","834.0050048828125","","","","715.2249755859375","715.2249755859375","715.2249755859375"
"23502","","","","803.5850219726562","803.5850219726562","803.5850219726562","","",""
"23503","","","","","","","724.68505859375","724.68505859375","724.68505859375"
"23506","840.1300048828125","840.1300048828125","840.1300048828125","","","","","",""
"23512","","","","","","","724.4950561523438","724.4950561523438","724.4950561523438"
"23514","","","","803.0499877929688","803.0499877929688","803.0499877929688","","",""
"23517","839.8099975585938","839.8099975585938","839.8099975585938","","","","","",""
"23522","","","","","","","724.02001953125","724.02001953125","724.02001953125"
"23533","","","","","","","724.2950439453125","724.2950439453125","724.2950439453125"
"23534","842.8900756835938","842.8900756835938","842.8900756835938","","","","","",""
"23535","","","","805.6299438476562","805.6299438476562","805.6299438476562","","",""
"23543","","","","","","","724.0350341796875","724.0350341796875","724.0350341796875"
"23548","","","","805.5199584960938","805.5199584960938","805.5199584960938","","",""
"23553","","","","","","","723.8600463867188","723.8600463867188","723.8600463867188"
"23556","841.945068359375","841.945068359375","841.945068359375","","","","","",""
"23558","","","","804.9449462890625","804.9449462890625","804.9449462890625","","",""
"23563","","","","","","","723.56005859375","723.56005859375","723.56005859375"
"23564","842.5650634765625","842.5650634765625","842.5650634765625","","","","","",""
"23571","","","","804.7099609375","804.7099609375","804.7099609375","","",""
"23575","842.300048828125","842.300048828125","842.300048828125","","","","","",""
"23576","","","","","","","723.43505859375","723.43505859375","723.43505859375"
"23583","","","","","","","723.3900756835938","723.3900756835938","723.3900756835938"
"23584","","","","804.35498046875","804.35498046875","804.35498046875","","",""
"23585","842.5050659179688","842.5050659179688","842.5050659179688","","","","","",""
"23594","","","","","","","723.1350708007812","723.1350708007812","723.1350708007812"
"23595","","","","804.2999267578125","804.2999267578125","804.2999267578125","","",""
"23605","841.5550537109375","841.5550537109375","841.5550537109375","","","","","",""
"23606","","","","","","","722.7550659179688","722.7550659179688","722.7550659179688"
"23615","","","","803.9599609375","803.9599609375","803.9599609375","","",""
"23616","","","","","","","722.5550537109375","722.5550537109375","722.5550537109375"
"23620","841.4850463867188","841.4850463867188","841.4850463867188","","","","","",""
"23625","","","","803.9449462890625","803.9449462890625","803.9449462890625","","",""
"23626","","","","","","","722.2950439453125","722.2950439453125","722.2950439453125"
"23637","","","","803.3949584960938","803.3949584960938","803.3949584960938","","",""
"23638","","","","","","","722.2000732421875","722.2000732421875","722.2000732421875"
"23644","841.0750732421875","841.0750732421875","841.0750732421875","","","","","",""
"23648","","","","803.0499267578125","803.0499267578125","803.0499267578125","722.1800537109375","722.1800537109375","722.1800537109375"
"23656","840.7850341796875","840.7850341796875","840.7850341796875","","","","","",""
"23658","","","","","","","721.9100341796875","721.9100341796875","721.9100341796875"
"23659","","","","802.9949340820312","802.9949340820312","802.9949340820312","","",""
"23670","","","","802.6949462890625","802.6949462890625","802.6949462890625","721.6350708007812","721.6350708007812","721.6350708007812"
"23677","","","","802.9949340820312","802.9949340820312","802.9949340820312","","",""
"23678","839.8350219726562","839.8350219726562","839.8350219726562","","","","","",""
"23681","","","","","","","721.4500732421875","721.4500732421875","721.4500732421875"
"23689","","","","","","","721.6200561523438","721.6200561523438","721.6200561523438"
"23690","","","","802.7099609375","802.7099609375","802.7099609375","","",""
"23693","839.5400390625","839.5400390625","839.5400390625","","","","","",""
"23700","","","","","","","721.330078125","721.330078125","721.330078125"
"23704","","","","802.1599731445312","802.1599731445312","802.1599731445312","","",""
"23705","839.2450561523438","839.2450561523438","839.2450561523438","","","","","",""
"23712","","","","","","","720.925048828125","720.925048828125","720.925048828125"
"23714","","","","801.97998046875","801.97998046875","801.97998046875","","",""
"23715","839.6100463867188","839.6100463867188","839.6100463867188","","","","","",""
"23723","","","","","","","720.7350463867188","720.7350463867188","720.7350463867188"
"23725","","","","801.9049682617188","801.9049682617188","801.9049682617188","","",""
"23729","839.330078125","839.330078125","839.330078125","","","","","",""
"23734","","","","","","","720.4000244140625","720.4000244140625","720.4000244140625"
"23736","","","","801.7049560546875","801.7049560546875","801.7049560546875","","",""
"23739","839.5350341796875","839.5350341796875","839.5350341796875","","","","","",""
"23746","","","","801.219970703125","801.219970703125","801.219970703125","720.1350708007812","720.1350708007812","720.1350708007812"
"23752","838.9400634765625","838.9400634765625","838.9400634765625","","","","","",""
"23758","","","","","","","719.64501953125","719.64501953125","719.64501953125"
"23763","838.8700561523438","838.8700561523438","838.8700561523438","","","","","",""
"23768","","","","","","","719.695068359375","719.695068359375","719.695068359375"
"23769","","","","803.1699829101562","803.1699829101562","803.1699829101562","","",""
"23772","838.64501953125","838.64501953125","838.64501953125","","","","","",""
"23781","","","","802.85498046875","802.85498046875","802.85498046875","719.5400390625","719.5400390625","719.5400390625"
"23791","840.2649536132812","840.2649536132812","840.2649536132812","","","","","",""
"23795","","","","802.5199584960938","802.5199584960938","802.5199584960938","","",""
"23802","840.5349731445312","840.5349731445312","840.5349731445312","","","","","",""
"23804","","","","","","","724.6900024414062","724.6900024414062","724.6900024414062"
"23805","","","","802.7099609375","802.7099609375","802.7099609375","","",""
"23814","840.7399291992188","840.7399291992188","840.7399291992188","","","","724.4299926757812","724.4299926757812","724.4299926757812"
"23815","","","","802.3150024414062","802.3150024414062","802.3150024414062","","",""
"23824","840.8799438476562","840.8799438476562","840.8799438476562","","","","","",""
"23825","","","","","","","723.9949951171875","723.9949951171875","723.9949951171875"
"23826","","","","802.3049926757812","802.3049926757812","802.3049926757812","","",""
"23834","","","","","","","723.9949951171875","723.9949951171875","723.9949951171875"
"23835","840.8349609375","840.8349609375","840.8349609375","","","","","",""
"23838","","","","802.1349487304688","802.1349487304688","802.1349487304688","","",""
"23843","841.4049682617188","841.4049682617188","841.4049682617188","","","","723.469970703125","723.469970703125","723.469970703125"
"23845","","","","802.1649780273438","802.1649780273438","802.1649780273438","","",""
"23852","","","","","","","723.14501953125","723.14501953125","723.14501953125"
"23854","842.10498046875","842.10498046875","842.10498046875","","","","","",""
"23858","","","","801.7599487304688","801.7599487304688","801.7599487304688","","",""
"23864","","","","","","","722.97998046875","722.97998046875","722.97998046875"
"23865","841.7799682617188","841.7799682617188","841.7799682617188","","","","","",""
"23870","","","","801.4099731445312","801.4099731445312","801.4099731445312","","",""
"23875","841.6749267578125","841.6749267578125","841.6749267578125","","","","","",""
"23876","","","","","","","722.739990234375","722.739990234375","722.739990234375"
"23886","","","","","","","722.6699829101562","722.6699829101562","722.6699829101562"
"23892","","","","800.8999633789062","800.8999633789062","800.8999633789062","","",""
"23893","840.9999389648438","840.9999389648438","840.9999389648438","","","","","",""
"23898","","","","","","","722.35498046875","722.35498046875","722.35498046875"
"23901","","","","800.8399658203125","800.8399658203125","800.8399658203125","","",""
"23902","840.6499633789062","840.6499633789062","840.6499633789062","","","","","",""
"23909","","","","","","","722.4650268554688","722.4650268554688","722.4650268554688"
"23912","","","","800.699951171875","800.699951171875","800.699951171875","","",""
"23925","","","","800.364990234375","800.364990234375","800.364990234375","","",""
"23929","","","","","","","723.4649658203125","723.4649658203125","723.4649658203125"
"23930","842.8750610351562","842.8750610351562","842.8750610351562","","","","","",""
"23936","","","","799.9199829101562","799.9199829101562","799.9199829101562","","",""
"23938","843.1100463867188","843.1100463867188","843.1100463867188","","","","","",""
"23939","","","","","","","723.1699829101562","723.1699829101562","723.1699829101562"
"23947","842.89501953125","842.89501953125","842.89501953125","","","","","",""
"23951","","","","799.5099487304688","799.5099487304688","799.5099487304688","","",""
"23953","","","","","","","722.7099609375","722.7099609375","722.7099609375"
"23957","843.1300659179688","843.1300659179688","843.1300659179688","","","","","",""
"23963","","","","799.4849853515625","799.4849853515625","799.4849853515625","","",""
"23965","","","","","","","722.469970703125","722.469970703125","722.469970703125"
"23971","842.830078125","842.830078125","842.830078125","","","","","",""
"23974","","","","799.0349731445312","799.0349731445312","799.0349731445312","","",""
"23977","","","","","","","722.1749877929688","722.1749877929688","722.1749877929688"
"23982","842.8050537109375","842.8050537109375","842.8050537109375","","","","","",""
"23988","","","","","","","722.1849975585938","722.1849975585938","722.1849975585938"
"23994","","","","798.3849487304688","798.3849487304688","798.3849487304688","","",""
"23995","842.4100341796875","842.4100341796875","842.4100341796875","","","","","",""
"23999","","","","","","","721.9949951171875","721.9949951171875","721.9949951171875"
"24005","842.070068359375","842.070068359375","842.070068359375","797.9949951171875","797.9949951171875","797.9949951171875","","",""
"24010","","","","","","","721.6949462890625","721.6949462890625","721.6949462890625"
"24017","","","","798.0050048828125","798.0050048828125","798.0050048828125","","",""
"24018","842.050048828125","842.050048828125","842.050048828125","","","","","",""
"24023","","","","","","","721.219970703125","721.219970703125","721.219970703125"
"24026","","","","797.6849975585938","797.6849975585938","797.6849975585938","","",""
"24030","842.06005859375","842.06005859375","842.06005859375","","","","","",""
"24035","","","","","","","721.0650024414062","721.0650024414062","721.0650024414062"
"24038","","","","797.3800048828125","797.3800048828125","797.3800048828125","","",""
"24047","","","","","","","721.0149536132812","721.0149536132812","721.0149536132812"
"24049","","","","797.0650024414062","797.0650024414062","797.0650024414062","","",""
"24050","842.6200561523438","842.6200561523438","842.6200561523438","","","","","",""
"24057","","","","","","","720.6300048828125","720.6300048828125","720.6300048828125"
"24059","","","","797.125","797.125","797.125","","",""
"24060","843.18505859375","843.18505859375","843.18505859375","","","","","",""
